,Model,Accuracy mean %,Precision mean %,Recall mean %,F1 Score mean %,Features
218,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['chol', 'thalach', 'ca']"
219,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['chol', 'thalach', 'thal']"
220,KNN,51.81015944,54.79385943,66.50735294,59.80600969,"['chol', 'exang', 'oldpeak']"
221,KNN,52.810901,55.5445702,66.50735294,60.28598649,"['chol', 'exang', 'slope']"
222,KNN,53.13348165,55.63186499,68.30882353,61.08785391,"['chol', 'exang', 'ca']"
223,KNN,51.14275121,54.56181486,65.29411765,59.23064136,"['chol', 'exang', 'thal']"
224,KNN,52.13274008,55.08625709,67.09558824,60.23458112,"['chol', 'oldpeak', 'slope']"
225,KNN,52.46607341,55.30684532,67.72058824,60.65124779,"['chol', 'oldpeak', 'ca']"
226,KNN,52.13274008,55.24415182,66.50735294,60.06864827,"['chol', 'oldpeak', 'thal']"
227,KNN,52.77790137,55.57816634,66.50735294,60.34686941,"['chol', 'slope', 'ca']"
228,KNN,52.45532073,55.60849282,65.88235294,60.12022325,"['chol', 'slope', 'thal']"
229,KNN,52.80014831,55.66299125,67.13235294,60.6619632,"['chol', 'ca', 'thal']"
230,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['fbs', 'restecg', 'thalach']"
231,KNN,66.62884687,66.16197609,80,72.19075839,"['fbs', 'restecg', 'exang']"
232,KNN,67.28921023,69.43115942,74.52205882,71.4995529,"['fbs', 'restecg', 'oldpeak']"
233,KNN,61.06896552,61.40494071,79.30147059,68.95899463,"['fbs', 'restecg', 'slope']"
234,KNN,71.87986652,74.56668632,75.14705882,74.34348176,"['fbs', 'restecg', 'ca']"
235,KNN,74.20318873,73.84674923,81.72794118,77.34515485,"['fbs', 'restecg', 'thal']"
236,KNN,69.00815721,70.93932749,73.93382353,72.10541117,"['fbs', 'thalach', 'exang']"
237,KNN,70.01965146,71.65256278,75.18382353,73.09453629,"['fbs', 'thalach', 'oldpeak']"
238,KNN,67.98442714,70.47200722,72.09558824,70.81445607,"['fbs', 'thalach', 'slope']"
239,KNN,69.35224323,71.13540592,74.55882353,72.5097911,"['fbs', 'thalach', 'ca']"
240,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['fbs', 'thalach', 'thal']"
241,KNN,71.63329626,69.91148879,84.33823529,76.0779131,"['fbs', 'exang', 'oldpeak']"
242,KNN,72.378198,68.85740166,90.33088235,77.97387625,"['fbs', 'exang', 'slope']"
243,KNN,73.51501669,75.2630133,80.66176471,77.0782097,"['fbs', 'exang', 'ca']"
244,KNN,73.85836114,76.2671066,76.94852941,76.20450904,"['fbs', 'exang', 'thal']"
245,KNN,74.60177976,75.00826487,81.28676471,77.40994958,"['fbs', 'oldpeak', 'slope']"
246,KNN,73.62476826,76.28235864,75.84558824,75.64262056,"['fbs', 'oldpeak', 'ca']"
247,KNN,76.89358547,77.5612438,81.25,79.10467217,"['fbs', 'oldpeak', 'thal']"
248,KNN,74.5357805,74.37010685,83.75,78.1914897,"['fbs', 'slope', 'ca']"
249,KNN,75.53726363,76.73712562,79.92647059,77.84938476,"['fbs', 'slope', 'thal']"
250,KNN,73.82536151,71.86757284,87.90441176,78.78430878,"['fbs', 'ca', 'thal']"
251,KNN,69.68631813,71.46873925,74.55882353,72.69680901,"['restecg', 'thalach', 'exang']"
252,KNN,70.34223211,72.09373925,75.18382353,73.30844003,"['restecg', 'thalach', 'oldpeak']"
253,KNN,69.00741565,71.22130694,73.34558824,71.93312172,"['restecg', 'thalach', 'slope']"
254,KNN,69.35224323,71.13540592,74.55882353,72.5097911,"['restecg', 'thalach', 'ca']"
255,KNN,70.31998517,71.874785,75.73529412,73.47337653,"['restecg', 'thalach', 'thal']"
256,KNN,73.90211346,72.03979869,86.06617647,78.09134125,"['restecg', 'exang', 'oldpeak']"
257,KNN,71.72154245,68.46910336,89.19117647,77.35874633,"['restecg', 'exang', 'slope']"
258,KNN,73.93437152,78.28257389,72.79411765,75.00157623,"['restecg', 'exang', 'ca']"
259,KNN,74.24694105,71.11533678,89.66911765,79.08100763,"['restecg', 'exang', 'thal']"
260,KNN,71.8676307,73.44001939,77.5,74.74882098,"['restecg', 'oldpeak', 'slope']"
261,KNN,76.27141268,77.18847866,81.32352941,78.49686967,"['restecg', 'oldpeak', 'ca']"
262,KNN,77.5609937,75.39212615,88.56617647,80.96156674,"['restecg', 'oldpeak', 'thal']"
263,KNN,73.23544679,73.72799423,81.32352941,76.6385712,"['restecg', 'slope', 'ca']"
264,KNN,73.91360771,71.44628782,87.24264706,78.41093563,"['restecg', 'slope', 'thal']"
265,KNN,73.21394142,78.05882353,73.34558824,74.09562741,"['restecg', 'ca', 'thal']"
266,KNN,70.34223211,72.09373925,75.18382353,73.30844003,"['thalach', 'exang', 'oldpeak']"
267,KNN,68.67408231,70.82915008,73.34558824,71.71921798,"['thalach', 'exang', 'slope']"
268,KNN,69.35224323,71.13540592,74.55882353,72.5097911,"['thalach', 'exang', 'ca']"
269,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['thalach', 'exang', 'thal']"
270,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['thalach', 'oldpeak', 'slope']"
271,KNN,70.01965146,71.65256278,75.18382353,73.09453629,"['thalach', 'oldpeak', 'ca']"
272,KNN,70.01965146,71.65256278,75.18382353,73.09453629,"['thalach', 'oldpeak', 'thal']"
273,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['thalach', 'slope', 'ca']"
274,KNN,69.32999629,71.38470564,73.93382353,72.30286962,"['thalach', 'slope', 'thal']"
275,KNN,70.01965146,71.65256278,75.18382353,73.09453629,"['thalach', 'ca', 'thal']"
276,KNN,72.93511309,72.58809989,81.28676471,76.45251452,"['exang', 'oldpeak', 'slope']"
277,KNN,76.22766036,77.33376226,81.25,78.84537736,"['exang', 'oldpeak', 'ca']"
278,KNN,78.21690768,76.53968254,86.72794118,81.0501657,"['exang', 'oldpeak', 'thal']"
279,KNN,78.29365962,80.66511868,79.52205882,79.48575749,"['exang', 'slope', 'ca']"
280,KNN,76.88209121,76.92944482,82.42647059,79.24441835,"['exang', 'slope', 'thal']"
281,KNN,79.50723026,80.04263345,84.30147059,81.77294206,"['exang', 'ca', 'thal']"
282,KNN,74.93659622,75.42250741,81.91176471,78.0940403,"['oldpeak', 'slope', 'ca']"
283,KNN,76.56025213,75.79156224,84.22794118,79.48030173,"['oldpeak', 'slope', 'thal']"
284,KNN,79.84056359,80.50049001,84.375,81.91105571,"['oldpeak', 'ca', 'thal']"
